TransactionID,CustomerID,TransactionDate,ProductID,ProductName,Quantity,UnitPrice
TX200142,C10454,2025-06-07,MB013,Potato Chips,1,350
TX200143,C10134,2025-06-04,MB017,Electrolyte Drink,1,342
TX200143,C10134,2025-06-04,MB016,Protein Bar,1,364
TX200144,C10431,2025-06-22,MB006,Honey Jar,1,320
TX200145,C10449,2025-05-03,MB025,Baby Diapers,1,200
TX200145,C10449,2025-05-03,MB027,Baby Lotion,1,400
TX200145,C10449,2025-05-03,MB026,Baby Wipes,2,203
TX200146,C10479,2025-04-19,MB010,Bread Loaf,1,449
TX200146,C10479,2025-04-19,MB011,Butter,1,839
TX200146,C10479,2025-04-19,MB012,Chocolate Spread,1,459
TX200147,C10673,2025-02-06,MB017,Electrolyte Drink,1,342
TX200147,C10673,2025-02-06,MB018,Almond Pack,1,631
TX200148,C10267,2025-06-24,MB011,Butter,1,839
TX200148,C10267,2025-06-24,MB012,Chocolate Spread,1,459
TX200149,C10048,2025-05-07,MB013,Potato Chips,1,350
TX200149,C10048,2025-05-07,MB014,Salsa Dip,1,283
TX200150,C10823,2025-05-19,MB013,Potato Chips,1,350
TX200150,C10823,2025-05-19,MB015,Nachos,1,790
TX200150,C10823,2025-05-19,MB014,Salsa Dip,1,283
TX200151,C10670,2025-01-26,MB007,Oats Pack,1,711
TX200151,C10670,2025-01-26,MB009,Granola Bar,1,841
TX200151,C10670,2025-01-26,MB008,Peanut Butter,0,754
TX200152,C10470,2025-05-02,MB002,Instant Coffee,1,249
TX200152,C10470,2025-05-02,MB001,Coffee Beans,2,775
TX200152,C10470,2025-05-02,MB003,French Press,1,512
TX200152,C10470,2025-05-02,MB009,Granola Bar,1,841
TX200153,C10030,2025-05-18,MB016,Protein Bar,1,364
TX200153,C10030,2025-05-18,MB018,Almond Pack,1,631
TX200154,C10159,2025-06-27,MB014,Salsa Dip,1,283
TX200154,C10159,2025-06-27,MB015,Nachos,1,790
TX200154,C10159,2025-06-27,MB013,Potato Chips,1,350
TX200155,C10045,2025-01-04,MB015,Nachos,0,790
TX200155,C10045,2025-01-04,MB013,Potato Chips,1,350
TX200155,C10045,2025-01-04,MB027,Baby Lotion,1,400
TX200156,C10754,2025-05-03,MB016,Protein Bar,4,364
TX200156,C10754,2025-05-03,MB018,Almond Pack,1,631
TX200156,C10754,2025-05-03,MB004,Green Tea,1,598
TX200157,C10664,2025-04-11,MB005,Black Tea,4,256
TX200157,C10664,2025-04-11,MB004,Green Tea,1,598
TX200158,C10696,2025-02-02,MB012,Chocolate Spread,1,459
TX200158,C10696,2025-02-02,MB010,Bread Loaf,1,449
TX200159,C10244,2025-03-20,MB016,Protein Bar,1,364
TX200159,C10244,2025-03-20,MB017,Electrolyte Drink,2,342
TX200159,C10244,2025-03-20,MB018,Almond Pack,1,631
TX200160,C10467,2025-02-08,MB026,Baby Wipes,2,203
TX200160,C10467,2025-02-08,MB027,Baby Lotion,1,400
TX200161,C10569,2025-05-05,MB012,Chocolate Spread,1,459
TX200162,C10777,2025-01-15,MB028,Notebook,1,743
TX200162,C10777,2025-01-15,MB029,Pen Pack,1,427
TX200163,C10630,2025-06-24,MB020,Fabric Softener,1,173
TX200164,C10631,2025-01-31,MB015,Nachos,1,790
TX200164,C10631,2025-01-31,MB014,Salsa Dip,1,283
TX200165,C10431,2025-02-17,MB014,Salsa Dip,2,283
TX200165,C10431,2025-02-17,MB013,Potato Chips,1,350
TX200165,C10431,2025-02-17,MB015,Nachos,3,790
TX200166,C10781,2025-06-18,MB020,Fabric Softener,1,173
TX200166,C10781,2025-06-18,MB021,Dishwash Liquid,3,326
TX200167,C10432,2025-05-09,MB002,Instant Coffee,1,249
TX200167,C10432,2025-05-09,MB001,Coffee Beans,1,775
TX200167,C10432,2025-05-09,MB009,Granola Bar,1,841
TX200168,C10804,2025-05-04,MB019,Laundry Detergent,1,266
TX200169,C10460,2025-02-05,MB008,Peanut Butter,1,754
TX200169,C10460,2025-02-05,MB007,Oats Pack,2,711
TX200170,C10497,2025-03-15,MB010,Bread Loaf,1,449
TX200170,C10497,2025-03-15,MB012,Chocolate Spread,1,459
TX200170,C10497,2025-03-15,MB027,Baby Lotion,1,400
TX200171,C10643,2025-06-22,MB002,Instant Coffee,1,249
TX200171,C10643,2025-06-22,MB007,Oats Pack,1,711
TX200172,C10796,2025-04-21,MB030,Sticky Notes,3,568
TX200172,C10796,2025-04-21,MB029,Pen Pack,1,427
TX200173,C10394,2025-05-19,MB011,Butter,1,839
TX200173,C10394,2025-05-19,MB012,Chocolate Spread,1,459
TX200173,C10394,2025-05-19,MB010,Bread Loaf,1,449
TX200174,C10256,2025-03-03,MB007,Oats Pack,4,711
TX200174,C10256,2025-03-03,MB008,Peanut Butter,1,754
TX200175,C10381,2025-01-10,MB007,Oats Pack,1,711
TX200175,C10381,2025-01-10,MB009,Granola Bar,1,841
TX200175,C10381,2025-01-10,MB008,Peanut Butter,1,754
TX200175,C10381,2025-01-10,MB029,Pen Pack,1,427
TX200176,C10183,2025-05-28,MB015,Nachos,1,790
TX200176,C10183,2025-05-28,MB014,Salsa Dip,1,283
TX200177,C10737,2025-01-23,MB001,Coffee Beans,2,775
TX200178,C10199,2025-04-08,MB003,French Press,1,512
TX200178,C10199,2025-04-08,MB001,Coffee Beans,1,775
TX200179,C10482,2025-03-06,MB030,Sticky Notes,1,568
TX200179,C10482,2025-03-06,MB029,Pen Pack,1,427
TX200180,C10648,2025-01-24,MB020,Fabric Softener,1,173
TX200180,C10648,2025-01-24,MB021,Dishwash Liquid,2,326
TX200180,C10648,2025-01-24,MB019,Laundry Detergent,2,266
TX200181,C10578,2025-01-10,MB017,Electrolyte Drink,4,342
TX200181,C10578,2025-01-10,MB004,Green Tea,2,598
TX200182,C10644,2025-05-17,MB023,Conditioner,4,728
TX200182,C10644,2025-05-17,MB024,Body Wash,1,84
TX200183,C10175,2025-04-17,MB013,Potato Chips,1,350
TX200183,C10175,2025-04-17,MB014,Salsa Dip,1,283
TX200184,C10176,2025-03-02,MB023,Conditioner,1,728
TX200184,C10176,2025-03-02,MB022,Shampoo,1,615
TX200184,C10176,2025-03-02,MB018,Almond Pack,1,631
TX200185,C10717,2025-04-30,MB008,Peanut Butter,1,754
TX200185,C10717,2025-04-30,MB007,Oats Pack,1,711
TX200186,C10211,2025-01-26,MB013,Potato Chips,2,350
TX200186,C10211,2025-01-26,MB014,Salsa Dip,2,283
TX200186,C10211,2025-01-26,MB019,Laundry Detergent,0,266
TX200187,C10766,2025-04-07,MB028,Notebook,1,743
TX200187,C10766,2025-04-07,MB029,Pen Pack,2,427
TX200188,C10832,2025-02-13,MB011,Butter,1,839
TX200189,C10360,2025-01-25,MB015,Nachos,1,790
TX200189,C10360,2025-01-25,MB014,Salsa Dip,1,283
TX200190,C10770,2025-02-06,MB023,Conditioner,1,728
TX200190,C10770,2025-02-06,MB024,Body Wash,1,84
